Race,Sex,Age,DelinquentPeer,SchoolConnect,NeighborConnect,ParentalWarmth,AntisocialTrajectory,InFamilyCluster
4.0,-0.5,0.438863251929273,0.4039846608037881,0.0042742841394331895,-0.2507283924786133,-1.8029947475779067,4.0,0
1.0,-0.5,0.390398649102458,-0.17210737437347995,-1.002914332561726,0.09081228437173566,-0.6174042312814116,2.0,0
2.0,0.5,-1.40279165548962,0.4039846608037881,-0.7977154312969625,-0.6120334618006379,0.5735122155391363,4.0,0
1.0,-0.5,-0.142711981992483,0.4039846608037881,0.0070461590822758526,0.36130506932202405,0.6370782486414711,4.0,0
1.0,0.5,-1.01507483287512,0.4039846608037881,0.6120649195336744,0.5419576039830362,-1.4179157290899733,4.0,0
1.0,0.5,-0.724287215914238,0.4039846608037881,0.9850022439266702,0.5726098503934692,0.5735122155391363,4.0,0
1.0,0.5,0.875044677370589,0.4039846608037881,-0.3875372724267726,-0.5279898101292754,-0.1270712432521272,4.0,0
1.0,0.5,-0.43349959895336,0.4039846608037881,0.9963226871483792,0.7532623850544765,0.6370782486414711,4.0,0
3.0,0.5,-0.288105790472922,-0.596015339196212,-0.01108557321211349,-1.368695197094491,-0.11326989565382035,2.0,0
4.0,0.5,1.11736769150465,-0.013496674440934355,-0.20132242516488363,-0.973338531122662,0.380787608025274,4.0,0
4.0,-0.5,0.971973883024213,-1.6388582004799548,0.018984054002874947,0.18065253466101208,-1.3532654787867664,2.0,0
1.0,-0.5,-0.0457827763388576,-0.17210737437347995,0.007898480790760618,0.18065253466101208,0.6370782486414711,4.0,0
1.0,-0.5,0.535792457582897,-1.4843212921644797,-1.562049094777661,0.5419576039830362,0.6370782486414711,1.0,0
1.0,0.5,-1.30586244983599,-0.7529050854726295,-1.3613615307506242,-0.24195702748187378,0.1289070322505206,4.0,0
4.0,0.5,0.0511464293147689,-1.066839956919754,-1.1635534804073928,0.0,0.6370782486414711,4.0,0
1.0,0.5,0.196540237795208,0.4039846608037881,0.20519890126476348,0.36130506932202405,-0.6335686921711219,4.0,0
1.0,-0.5,0.0026818264879566,-1.0803366313606866,1.1900913233617703,-0.4511453196113005,0.6370782486414711,2.0,0
1.0,-0.5,0.0996110321415811,-0.22545065685230037,-0.4222084661814995,0.18065253466101208,-0.1270712432521272,4.0,0
4.0,-0.5,-2.56594212333313,0.19203067839242238,-0.42916221287306405,-0.4511453196113005,-0.1270712432521272,4.0,0
2.0,-0.5,1.02043848585103,-0.03341997845987773,-0.7979350749562996,0.18065253466101208,-0.6022386964398305,4.0,0
1.0,0.5,1.40815530846553,0.21195398241136576,-0.6005248326526281,-1.2876263118019486,0.5735122155391363,4.0,0
1.0,0.5,0.487327854756085,-0.19203067839242308,0.0035317842606169417,0.36130506932202405,-0.42648778446086366,4.0,0
1.0,-0.5,-1.01507483287512,0.4039846608037881,0.9920484030089513,0.7532623850544765,0.5735122155391363,4.0,0
1.0,-0.5,-0.724287215914238,-1.2883254880835908,-1.5502384311256867,-0.8145668778753411,0.6370782486414711,4.0,0
3.0,-0.5,1.94126593956047,-2.1328926506404056,-0.007898480790760642,0.15000028825058132,0.1289070322505206,2.0,0
1.0,0.5,-1.3543270526628,0.4039846608037881,0.2017943482727731,0.5726098503934692,0.6370782486414711,4.0,0
1.0,0.5,-0.43349959895336,0.03749377007694536,0.38436758944437693,-0.30114503136071924,0.17278355974703127,4.0,0
2.0,0.5,-1.6935792724505,0.4039846608037881,-1.1821754331320518,-0.30114503136071924,-1.2799847090733816,4.0,0
1.0,0.5,-0.43349959895336,0.0,1.1900913233617703,0.044620040264191516,0.6370782486414711,4.0,0
2.0,-0.5,0.632721663236524,-0.17210737437347995,0.21213523851737082,0.18065253466101208,0.3690094765406035,4.0,0
3.0,0.5,-0.385034996126547,-0.23894733129323456,-0.39824026394959083,-1.3497558491580064,-0.24542740250887216,4.0,0
2.0,-0.5,-1.54818546397006,-0.17446021233442047,-0.20519890126476314,0.09081228437173566,-0.04623413348336388,2.0,0
1.0,-0.5,-1.79050847810412,-0.4174813352447231,-0.3998198591866341,-0.5964934641035244,-0.42648778446086366,4.0,0
1.0,-0.5,1.3112261028119,0.19203067839242238,0.3798736616456076,0.36130506932202405,-0.40072865579210426,4.0,0
1.0,-0.5,-0.336570393299734,-1.2588706353121757,0.2172466180150311,0.7532623850544765,-0.07652339649662791,3.0,0
1.0,-0.5,0.971973883024213,0.0,1.1900913233617703,-0.6624501006827432,0.5735122155391363,4.0,0
1.0,0.5,-1.30586244983599,-0.34656758670790005,0.40324182161758343,0.5419576039830362,0.14270837984882706,4.0,0
2.0,0.5,-0.191176584819295,-0.19203067839242308,-0.7976056094672941,-0.5124498124321619,-0.42648778446086366,2.0,0
1.0,-0.5,0.196540237795208,0.4039846608037881,0.007915890229717807,0.5726098503934692,-0.42648778446086366,4.0,0
3.0,0.5,-0.627358010260611,-1.2149502356572246,-0.38049111334449676,0.7532623850544765,0.5735122155391363,4.0,0
3.0,0.5,-0.0942473791656698,0.4039846608037881,-0.3954357532175333,0.0,-0.2727493132902001,4.0,0
2.0,0.5,-1.06353943570193,-0.5385982651003232,0.6008869339308487,0.7532623850544765,0.3772862987455642,4.0,0
1.0,0.5,0.148075634968395,0.19203067839242238,0.5966126497914164,-1.6970931246262688,0.6370782486414711,4.0,0
1.0,-0.5,-0.481964201780173,0.4039846608037881,-0.8094903881876025,0.15000028825058132,-0.42945513669280017,4.0,0
1.0,0.5,0.0511464293147689,0.4039846608037881,0.2020292182823678,-0.11469589808179324,-0.3833618838683244,1.0,0
1.0,-0.5,-0.918145627221489,0.4039846608037881,1.3952902246265322,0.7532623850544765,0.6370782486414711,4.0,0
1.0,-0.5,-1.01507483287512,-0.21195398241136623,-1.189746631522502,0.5726098503934692,-0.26290970897267046,4.0,1
4.0,0.5,-1.11200403852874,-1.4843212921644797,0.1932610063441652,0.27726141765066237,0.3772862987455642,2.0,0
1.0,0.5,0.0026818264879566,0.21195398241136576,0.9963226871483792,0.7532623850544765,0.6370782486414711,4.0,0
1.0,0.5,1.11736769150465,0.4039846608037881,-0.5816506004794217,-0.8233382428720807,0.6370782486414711,4.0,0
2.0,0.5,-0.385034996126547,0.0,-0.19110658310021167,-0.49494031534030164,-0.010854990916686067,2.0,0
1.0,0.5,0.72965086889015,-0.4239079648227322,-1.3797107236156494,-1.516440589965254,0.3989990204650243,4.0,1
3.0,0.5,-0.0942473791656698,-0.43740463926366646,0.7982797667955601,0.5726098503934692,0.6370782486414711,4.0,0
2.0,-0.5,0.778115471716962,-0.17210737437347995,0.3955455750472018,0.5419576039830362,0.6370782486414711,4.0,0
1.0,0.5,0.196540237795208,-0.5385982651003232,0.1981527421824876,0.36130506932202405,-0.1270712432521272,4.0,0
1.0,-0.5,-0.481964201780173,-0.908229256987208,0.5971202796606379,-0.03065224641043077,0.17278355974703127,4.0,0
1.0,-0.5,-0.627358010260611,0.4039846608037881,0.7903812860047995,-0.431380927139625,-0.1270712432521272,4.0,0
1.0,0.5,-1.59665006679687,0.19203067839242238,-0.5851823847400387,0.06016003796130494,-1.186605902895653,2.0,0
2.0,-0.5,-2.42054831485269,0.4039846608037881,0.19484060158120856,-0.295348432742805,0.2015353867665964,4.0,0
1.0,-0.5,-1.6935792724505,-0.36649089072684343,-0.5794961772354691,0.5726098503934692,-0.47428470005679646,2.0,1
1.0,0.5,1.74740752825322,0.4039846608037881,0.41039780252952696,-0.973338531122662,0.6370782486414711,4.0,0
1.0,-0.5,-0.191176584819295,-0.23187728643030941,0.20155729517447882,-0.03065224641043077,-0.1270712432521272,4.0,0
4.0,0.5,0.438863251929273,0.4039846608037881,0.00010982182966851732,-0.6426857082110686,0.6370782486414711,4.0,0
1.0,-0.5,1.40815530846553,-1.8508121828913202,-0.3724296945237779,-0.9884507798359794,-0.6500356120357634,2.0,1
1.0,-0.5,-1.06353943570193,-0.8079693216075776,0.9885340281872889,0.03065224641043077,0.5735122155391363,4.0,0
2.0,0.5,-1.54818546397006,0.4039846608037881,0.41039780252952696,0.5419576039830362,0.6370782486414711,4.0,1
1.0,-0.5,-0.0942473791656698,-0.36649089072684343,-0.5944408171085056,0.18065253466101208,-0.1270712432521272,4.0,0
1.0,-0.5,1.50508451411916,-0.17210737437347995,-0.1896194002538795,0.39195731573245485,-0.1270712432521272,4.0,0
2.0,-0.5,0.196540237795208,0.32156819279787996,-0.5781362256577629,-1.3051358088938134,0.6370782486414711,4.0,0
1.0,-0.5,0.341934046275646,-0.17210737437347995,0.6119550977040058,-0.18065253466101203,-0.42648778446086366,2.0,0
1.0,-0.5,1.45661991129234,-0.596015339196212,-0.7907790940443552,0.15000028825058132,0.43800305727614813,4.0,0
2.0,-0.5,-1.93590228658456,0.03749377007694536,-0.39961762496625514,-0.5255925617507324,-0.4280505665734327,4.0,0
1.0,0.5,-2.081296095065,0.03749377007694536,-1.4035865134568422,-1.3051358088938134,0.6370782486414711,4.0,0
2.0,-0.5,-0.385034996126547,0.4039846608037881,-0.9687128788261877,-0.6484823068289826,-0.6309905234593965,4.0,0
1.0,-0.5,-0.481964201780173,0.21195398241136576,-0.7986775748351158,0.5726098503934692,-0.6500356120357634,2.0,0
1.0,0.5,-1.93590228658456,0.4039846608037881,1.3952902246265322,0.36130506932202405,0.5735122155391363,4.0,0
1.0,-0.5,0.24500484062202,-1.4843212921644797,0.003876476099880195,0.5306443923196311,-1.7746669429795796,2.0,0
1.0,0.5,0.390398649102458,-0.23187728643030941,0.7912336077132877,-0.4620331735500566,0.5735122155391363,4.0,0
1.0,0.5,-0.821216421567863,0.4039846608037881,0.9963226871483792,0.044620040264191516,0.3772862987455642,2.0,0
1.0,-0.5,1.69894292542641,-1.174460212334421,-0.025810569425812925,0.0,0.380787608025274,4.0,0
3.0,-0.5,-0.43349959895336,-1.2723673097531147,-0.5970104578309684,-0.3473372754682633,-0.25073687248189647,4.0,0
2.0,-0.5,-0.675822613087425,-0.6493586216750322,0.2173716661949573,0.0,0.5735122155391363,4.0,0
3.0,0.5,0.390398649102458,-1.4667508261064766,-1.1857072173926704,-0.45326180855331716,-1.5992713442078967,4.0,0
3.0,0.5,-0.0942473791656698,0.4039846608037881,0.026030213085150824,-0.431380927139625,0.3690094765406035,4.0,0
1.0,-0.5,1.84433673390685,-0.22545065685230037,-1.96978484419401,-1.7102358739448371,-0.8093196041500889,3.0,0
1.0,-0.5,-1.49972086114324,0.32156819279787996,-0.39824026394959083,0.5419576039830362,0.5735122155391363,3.0,0
1.0,-0.5,-0.142711981992483,-1.0943862984413029,-0.7875920016230015,-1.3051358088938134,0.36698626042696747,3.0,1
4.0,-0.5,-0.142711981992483,0.19203067839242238,0.5930808655307993,0.06016003796130494,-0.1270712432521272,4.0,0
2.0,0.5,0.681186266063336,-0.17210737437347995,-0.975524167898869,-0.8077982451749672,0.39776130356016864,4.0,1
2.0,-0.5,1.02043848585103,-1.5814411263840649,-0.3875372724267726,-0.11469589808179324,-0.42648778446086366,2.0,1
1.0,-0.5,0.196540237795208,0.4039846608037881,0.4102879806998592,0.21130478107144285,-0.9918099023403184,2.0,0
1.0,-0.5,0.487327854756085,-1.4843212921644797,-0.9806181379575719,-0.5658412176930937,-0.6295606072211589,4.0,0
4.0,0.5,0.923509280197401,0.4039846608037881,0.5782460474874315,-1.485788343554821,0.6370782486414711,4.0,0
1.0,-0.5,-0.869681024394677,0.4039846608037881,-0.019963606979984602,-0.973338531122662,0.3690094765406035,4.0,0
1.0,0.5,-1.74204387527731,-1.9918524167658627,-0.7838427567917478,-0.46782977216797045,-0.1270712432521272,4.0,0
1.0,-0.5,-0.0942473791656698,-0.6095120136371462,0.00010982182966851732,0.5419576039830362,0.6370782486414711,4.0,0
2.0,-0.5,0.438863251929273,-0.17446021233442047,-0.20519890126476314,0.7532623850544765,-0.42648778446086366,1.0,0
1.0,0.5,0.535792457582897,-0.17210737437347995,0.25146329810082707,-0.9199471258617302,-0.02732191078132758,4.0,0
4.0,-0.5,-0.869681024394677,-1.1879568867753534,0.1976451123132661,-0.20453614837106915,0.36698626042696747,4.0,0
1.0,0.5,-0.0942473791656698,-1.2723673097531147,-0.18621484726188858,0.5419576039830362,0.5735122155391363,4.0,0
1.0,-0.5,-0.724287215914238,0.21195398241136576,0.9963226871483792,0.27726141765066237,0.6370782486414711,4.0,0
1.0,-0.5,0.632721663236524,0.4039846608037881,0.9963226871483792,0.36130506932202405,0.5735122155391363,4.0,0
2.0,0.5,0.681186266063336,0.21195398241136576,-0.6015043856297386,-0.03065224641043077,0.5735122155391363,4.0,0
1.0,-0.5,-1.16046864135555,0.4039846608037881,0.5974649714999011,0.7532623850544765,-0.02044965869573441,4.0,1
1.0,0.5,0.971973883024213,-0.8548859745083895,0.5930808655307993,0.7532623850544765,0.1430207449623763,4.0,0
1.0,-0.5,0.632721663236524,0.21195398241136576,1.015306741151261,0.18065253466101208,0.5735122155391363,4.0,0
1.0,0.5,0.293469443448834,0.03749377007694536,0.00010982182966851732,0.36130506932202405,-1.6281560371017891,4.0,0
1.0,-0.5,-0.385034996126547,0.19203067839242238,1.2015215884131496,-0.5279898101292754,-0.1270712432521272,4.0,0
1.0,0.5,-0.239641187646109,0.21195398241136576,1.2015215884131496,-1.1846433121941071,0.5735122155391363,4.0,0
1.0,-0.5,1.21429689715828,-1.2588706353121757,-0.3919213783958735,-0.30114503136071924,0.11069561981077033,4.0,0
1.0,0.5,0.341934046275646,-0.7640489219526232,0.022498428824533883,-0.4158409294425124,-1.3828318196892269,4.0,0
1.0,0.5,-1.6935792724505,0.4039846608037881,-1.1711072693588955,0.39195731573245485,0.17278355974703127,4.0,0
1.0,0.5,0.148075634968395,-1.4843212921644797,-0.5702203354280451,-0.9438307395717878,-1.4514929236199727,2.0,0
1.0,-0.5,0.196540237795208,-1.2149502356572246,-0.5850725629103701,-0.03065224641043077,-0.6500356120357634,4.0,0
2.0,-0.5,0.0511464293147689,0.19203067839242238,0.22101327228524195,0.7532623850544765,0.5735122155391363,4.0,0
2.0,-0.5,-0.724287215914238,0.4039846608037881,0.4220629375904993,-0.6032620968038984,0.3772862987455642,2.0,0
4.0,0.5,-1.06353943570193,0.4039846608037881,0.011320443221709041,-0.11469589808179324,-0.11326989565382035,4.0,0
2.0,-0.5,-0.578893407433799,0.4039846608037881,-0.17478458221051152,0.15000028825058132,-0.8370560445704975,3.0,0
1.0,0.5,-1.64511466962368,0.4039846608037881,0.3989675374781502,0.7532623850544765,0.6370782486414711,4.0,0
1.0,0.5,0.875044677370589,0.0,0.41039780252952696,-1.0675501657337692,-0.1270712432521272,4.0,0
1.0,0.5,-1.3543270526628,0.4039846608037881,0.20519890126476348,0.5419576039830362,-0.3833618838683244,4.0,0
4.0,-0.5,0.632721663236524,-0.6763519705569009,0.5895664907091405,-0.43717752575753965,0.5735122155391363,2.0,0
1.0,0.5,0.24500484062202,0.4039846608037881,0.033818872046242926,0.013967793853760747,-0.3833618838683244,4.0,0
1.0,0.5,-0.385034996126547,-0.596015339196212,0.0,-0.6931023470931741,-0.8462615288293357,4.0,1
1.0,-0.5,0.778115471716962,-0.154536908315477,-0.3875372724267726,0.5726098503934692,-0.42648778446086366,4.0,0
1.0,0.5,-0.142711981992483,-0.629435317656089,-0.7683730776105326,0.7532623850544765,0.6370782486414711,4.0,0
4.0,0.5,0.72965086889015,0.4039846608037881,0.9954703654398998,-0.6096362134220941,0.6370782486414711,4.0,0
1.0,-0.5,0.0511464293147689,0.03749377007694536,0.015196919321588396,-0.12049249669970712,-0.35103675871671763,4.0,0
1.0,0.5,0.632721663236524,0.19203067839242238,0.38437367973922854,0.36130506932202405,0.3499643879642358,4.0,0
2.0,-0.5,-0.966610230048302,-0.909566447021108,-1.3833349202669734,0.5419576039830362,-0.6417587898308036,4.0,0
2.0,-0.5,1.26276149998509,-0.22545065685230037,0.20519890126476348,-0.08404365167136171,0.6370782486414711,2.0,0
1.0,-0.5,0.0996110321415811,-0.19203067839242308,0.18621484726188933,0.36130506932202405,0.6370782486414711,4.0,0
2.0,-0.5,0.0511464293147689,-1.6388582004799548,-1.3521955107728676,0.5419576039830362,0.016466919864642344,2.0,0
1.0,-0.5,1.35969070563872,-1.6587815044988985,0.20519890126476348,-1.1822460638155594,-0.474417565931128,3.0,0
1.0,-0.5,0.971973883024213,-0.9625062299230559,-1.163318610397805,-0.6931023470931741,-0.1270712432521272,4.0,0
3.0,-0.5,1.3112261028119,-0.17210737437347995,-0.3988577156484808,0.15000028825058132,-1.4046082095268893,4.0,0
1.0,-0.5,1.02043848585103,0.01992330401894268,0.7981699449658985,-0.4158409294425124,0.6370782486414711,4.0,0
2.0,0.5,1.69894292542641,-0.013496674440934355,0.20519890126476348,0.36130506932202405,0.1470244310782719,4.0,0
1.0,-0.5,-1.40279165548962,0.4039846608037881,-0.7986775748351158,0.18065253466101208,0.39776130356016864,4.0,0
1.0,0.5,-0.578893407433799,0.4039846608037881,0.4181864614906191,0.03065224641043077,0.3810999731388241,4.0,0
1.0,-0.5,-0.578893407433799,0.21195398241136576,-0.7643510729196514,-0.9884507798359794,-0.42648778446086366,4.0,0
2.0,-0.5,1.11736769150465,0.01992330401894268,-0.19780805034322435,0.7532623850544765,0.6370782486414711,4.0,0
1.0,0.5,0.24500484062202,-1.060413327341743,0.9885340281872889,-0.732525958500345,-0.02732191078132758,4.0,0
1.0,-0.5,-1.25739784700918,0.4039846608037881,0.40335164344725105,-0.11469589808179324,-0.20450273899853239,4.0,0
1.0,-0.5,1.69894292542641,-1.0334199784598783,-1.3683902803939403,-0.03065224641043077,0.6370782486414711,4.0,0
2.0,0.5,-0.385034996126547,-0.19203067839242308,0.21979884929853674,0.7532623850544765,0.14270837984882706,4.0,0
1.0,0.5,-0.336570393299734,-0.01992330401894337,0.812769892999665,-0.431380927139625,-0.02047500481460447,4.0,0
1.0,0.5,-0.43349959895336,-0.2359524964722311,-1.3494236358300233,-0.30114503136071924,-0.6258511768862143,4.0,1
1.0,-0.5,0.72965086889015,0.4039846608037881,0.00021964365933705864,-0.1666847408072512,0.380787608025274,4.0,0
2.0,-0.5,1.11736769150465,-0.5919415475791434,-0.3988577156484808,-0.49494031534030164,-0.1270712432521272,2.0,0
1.0,0.5,-1.40279165548962,-0.38406135678484615,-1.5778634657981387,0.39195731573245485,0.1470244310782719,4.0,0
1.0,-0.5,1.50508451411916,-0.39755803122577976,0.0,-1.664043629837296,-0.9045991911074411,4.0,0
2.0,0.5,-1.64511466962368,-0.6230086880780799,0.2096928290635337,-0.21130478107144288,-0.5365702908598887,2.0,0
2.0,0.5,1.3112261028119,0.4039846608037881,-1.18548757373333,0.15000028825058132,0.6370782486414711,4.0,0
1.0,-0.5,-0.43349959895336,-0.4039846608037888,0.20508907943509583,0.36130506932202405,-0.772125857795981,2.0,0
2.0,0.5,-0.578893407433799,-1.4843212921644797,0.38849941596492593,0.18065253466101208,0.6370782486414711,4.0,0
1.0,0.5,1.26276149998509,0.21195398241136576,-0.8468197278493514,0.18065253466101208,-1.0299000794930564,4.0,0
2.0,0.5,-1.54818546397006,0.21195398241136576,-0.39874789381881315,0.7532623850544765,0.3690094765406035,4.0,0
1.0,0.5,1.16583229433147,-0.8214659960485119,1.3952902246265322,0.7532623850544765,0.5735122155391363,4.0,0
2.0,-0.5,-0.821216421567863,0.4039846608037881,0.39141374852665284,-0.4226095621428856,0.39776130356016864,4.0,0
1.0,0.5,0.826580074543775,-1.4843212921644797,0.018984054002874947,0.5726098503934692,0.14999178331020835,3.0,0
2.0,0.5,0.923509280197401,0.01992330401894268,-1.1821928425710082,0.39195731573245485,0.1430207449623763,4.0,0
1.0,0.5,1.02043848585103,0.4039846608037881,0.20519890126476348,-0.30114503136071924,-0.3833618838683244,4.0,0
1.0,-0.5,-0.288105790472922,-1.292290613772058,0.20508907943509583,0.7532623850544765,0.5735122155391363,4.0,0
1.0,-0.5,0.0996110321415811,-0.7505522475116889,-1.0228605301027536,0.36130506932202405,0.5735122155391363,4.0,1
4.0,0.5,-0.77275181874105,-1.2014535612162924,0.003876476099880195,0.15000028825058132,-0.11326989565382035,4.0,0
1.0,-0.5,-0.0457827763388576,-1.4843212921644797,1.3952902246265322,0.7532623850544765,0.6370782486414711,2.0,0
1.0,0.5,1.16583229433147,-0.10233977202485219,-0.783967804971674,0.36130506932202405,0.1430207449623763,4.0,0
1.0,-0.5,-1.16046864135555,0.4039846608037881,0.022860530102754302,0.7532623850544765,0.5735122155391363,4.0,0
1.0,-0.5,-0.191176584819295,-0.013496674440934355,0.817771450667655,0.7532623850544765,0.6370782486414711,2.0,0
1.0,0.5,-0.77275181874105,0.4039846608037881,0.5894566688794719,-1.1434226221692825,-1.0302892630132625,4.0,1
1.0,-0.5,-0.191176584819295,0.4039846608037881,-0.3534456405209029,-0.8909275823132946,-0.8189396180480081,4.0,0
1.0,-0.5,-0.675822613087425,0.21195398241136576,-1.7516684950315329,-1.2963644438970747,-0.5910812465482133,4.0,0
1.0,-0.5,-0.288105790472922,-1.066839956919754,0.0035317842606169417,0.36130506932202405,-0.42648778446086366,4.0,0
1.0,0.5,1.60201371977278,-0.4174813352447231,-0.37293732439299937,0.7532623850544765,-0.4090054779970649,4.0,0
1.0,-0.5,0.24500484062202,0.4039846608037881,0.20947318540419668,-0.9438307395717878,-0.6214411120447714,3.0,0
1.0,-0.5,1.26276149998509,-1.4843212921644797,-0.18268306300127204,-0.08984025028927636,0.19622591679357224,3.0,0
1.0,-0.5,-0.0457827763388576,0.19203067839242238,0.41039780252952696,0.7532623850544765,0.6370782486414711,4.0,0
1.0,0.5,1.06890308867784,0.4039846608037881,0.011430265051377607,0.27726141765066237,-0.6339578756913322,4.0,0
1.0,0.5,-1.16046864135555,0.19203067839242238,0.0070461590822758526,0.22527257492520358,0.3772862987455642,4.0,0
2.0,0.5,0.341934046275646,-1.009422882823864,-1.0116825444999284,-1.27885494680521,-0.07199326215212327,4.0,0
2.0,-0.5,1.11736769150465,-0.01992330401894337,0.9964325089780495,0.21130478107144285,0.3989990204650243,4.0,0
1.0,0.5,0.681186266063336,0.4039846608037881,-0.571090066575487,0.5726098503934692,0.6370782486414711,4.0,0
2.0,-0.5,1.02043848585103,-0.23187728643030941,-1.9197006668499998,-0.08404365167136171,-0.02044965869573441,2.0,0
1.0,-0.5,-2.12976069789181,0.4039846608037881,0.5860347064485235,-0.11469589808179324,0.3810999731388241,2.0,0
2.0,-0.5,-1.83897308093093,-0.1879568867753547,-0.18683229896077871,0.18065253466101208,0.3772862987455642,4.0,0
1.0,-0.5,-1.20893324418237,0.4039846608037881,0.6119550977040058,-0.12049249669970712,0.1430207449623763,4.0,0
1.0,-0.5,0.0511464293147689,0.4039846608037881,-0.7986775748351158,-1.3051358088938134,-0.3833618838683244,4.0,0
4.0,0.5,1.35969070563872,0.0,-1.5292097757085226,-1.2877109698072098,0.6370782486414711,4.0,1
1.0,0.5,0.0026818264879566,0.4039846608037881,0.22003371930813145,0.21130478107144285,0.380787608025274,4.0,0
1.0,-0.5,1.69894292542641,0.4039846608037881,0.22441782527723317,-0.4760009674038173,-0.3833618838683244,2.0,0
1.0,0.5,1.02043848585103,-0.8683826489493234,-0.18268306300127204,-0.7771459987645365,0.17278355974703127,4.0,0
2.0,-0.5,0.24500484062202,0.4039846608037881,-0.19376863621338605,0.5419576039830362,-0.02575912866875941,4.0,0
1.0,-0.5,-1.25739784700918,-0.7130584774347427,-0.3730471462226679,-0.859787087900426,0.6370782486414711,4.0,0
4.0,-0.5,1.40815530846553,0.4039846608037881,0.007155980911944394,-2.056000945569752,0.5735122155391363,4.0,0
2.0,0.5,-0.821216421567863,-0.43740463926366646,-0.7832253050928578,0.7532623850544765,-0.6242764833670048,2.0,0
1.0,0.5,0.535792457582897,0.21195398241136576,1.1900913233617703,-0.08984025028927636,0.6370782486414711,2.0,1
1.0,-0.5,0.341934046275646,0.4039846608037881,0.0,-1.1077106239065098,-0.42648778446086366,4.0,0
4.0,-0.5,0.390398649102458,-0.8214659960485119,0.18270047244022958,-0.295348432742805,-0.2642670065185797,4.0,0
1.0,0.5,-1.16046864135555,0.21195398241136576,-1.7802904921200557,-1.7548559142090303,-0.1270712432521272,4.0,0
1.0,-0.5,0.632721663236524,-0.8079693216075776,-0.8135123928784839,-1.093831027822365,-0.1270712432521272,4.0,0
1.0,0.5,0.778115471716962,-0.8484593449303807,-1.170145125820737,-1.516440589965254,-1.4266206503351944,4.0,1
1.0,-0.5,-0.336570393299734,0.0,0.58858693773203,-1.0982024121442022,0.6370782486414711,4.0,0
1.0,0.5,-0.77275181874105,-0.8413893000674553,-1.1627011586989133,0.15000028825058132,0.1289070322505206,4.0,1
1.0,-0.5,0.971973883024213,0.19203067839242238,0.2054337712743582,-0.8077982451749672,-0.5969545725856764,3.0,0
1.0,0.5,-1.83897308093093,-0.5544477775021974,-1.5752014126849645,-0.8209409944935377,0.18106038195199192,4.0,0
1.0,0.5,-1.20893324418237,0.4039846608037881,0.0070461590822758526,0.7532623850544765,0.6370782486414711,4.0,0
1.0,0.5,0.0511464293147689,0.4039846608037881,-0.3581025063496314,-1.1456326609291856,0.2015353867665964,4.0,0
4.0,0.5,0.390398649102458,0.4039846608037881,-0.6083134916137203,-0.13603249439682052,0.3690094765406035,4.0,0
1.0,0.5,-1.54818546397006,-0.154536908315477,-0.5925165300321991,0.15000028825058132,-1.0424874456229054,4.0,1
1.0,-0.5,0.535792457582897,-0.23894733129323456,0.014599948033773265,0.0,-0.3833618838683244,4.0,0
1.0,0.5,-0.239641187646109,-0.6493586216750322,-1.156272451315524,0.0,-0.3833618838683244,4.0,1
4.0,-0.5,0.148075634968395,0.21195398241136576,0.3729373243930002,-1.2955393993618827,0.6370782486414711,4.0,0
